,Actinobaculum,Actinomyces,GGB9835,Pauljensenia,Peptidiphaga,Schaalia,Aeriscardovia,Alloscardovia,Bifidobacterium,Parascardovia,Scardovia,Corynebacterium,Lawsonella,Tsukamurella,Cellulomonas,Janibacter,Microbacterium,Kocuria,Micrococcus,Rothia,Isoptericola,Tropheryma,Arachnia,Cutibacterium,GGB10025,Propionibacterium,GGB9369,Atopobium,Lancefieldella,Olsenella,Collinsella,Cryptobacterium,Slackia,GGB71303,Bacteroidetes_unclassified,Bacteroides,Phocaeicola,GGB1088,GGB1431,GGB1473,GGB45697,Porphyromonas,Alloprevotella,GGB1144,GGB1186,GGB33085,GGB74351,GGB74353,Hallella,Prevotella,Prevotellaceae_unclassified,Alistipes,Tannerella,GGB49229,GGB1022,GGB1024,GGB49217,GGB1025,GGB1026,GGB1202,GGB1203,GGB1611,GGB71456,GGB1188,GGB79977,GGB49219,Spirosoma,Capnocytophaga,GGB1832,GGB1833,GGB1838,Bergeyella,Chryseobacterium,Epilithonimonas,GGB1843,GGB1844,GGB1845,Sphingobacterium,Candidatus_Absconditabacteria_unclassified,GGB4936,GGB4937,Candidatus_Gracilibacteria_unclassified,GGB4365,GGB12783,GGB70967,GGB12763,Candidatus_Nanoperiomorbus,Candidatus_Nanogingivalis,GGB12785,GGB12786,Candidatus_Nanosyncoccus,Candidatus_Saccharibacteria_unclassified,GGB12761,GGB12787,GGB12788,GGB12789,GGB12794,GGB49434,Candidatus_Nanosynbacter,Candidatus_Nanosynsacchari,Anaerolineaceae_unclassified,Deinococcus,Anoxybacillus,Bacillus,Geobacillus,Exiguobacterium,Gemella,Macrococcus,Mammaliicoccus,Staphylococcus,Abiotrophia,Aerococcus,Dolosigranulum,Granulicatella,GGB10485,GGB15717,Vagococcus,Lacticaseibacillus,Lactobacillus,Lentilactobacillus,Leuconostoc,Ligilactobacillus,Limosilactobacillus,Pediococcus,Weissella,Lactococcus,Streptococcus,GGB3008,GGB38873,GGB3886,GGB4533,GGB4538,GGB4721,GGB4733,GGB4964,GGB9758,GGB51647,GGB49400,GGB4300,GGB3388,GGB3389,GGB3390,Pseudoramibacter,Alterileibacterium,Eubacteriales_Family_XIII_Incertae_Sedis_unclassified,GGB51110,Mogibacterium,Fenollaria,GGB70946,Levyella,Blautia,Catonella,Coprococcus,Dorea,Faecalicatena,Fusicatenibacter,GGB3385,GGB3386,GGB3887,Johnsonella,Lachnoanaerobaculum,Lachnospira,Lachnospiraceae_unclassified,Oribacterium,Roseburia,Shuttleworthia,Stomatobaculum,Faecalibacterium,GGB9635,Oscillibacter,Oscillospiraceae_unclassified,Ruminococcus,Filifactor,GGB4783,GGB4786,GGB50592,Peptoanaerobacter,Peptostreptococcaceae_unclassified,Peptostreptococcus,Eggerthia,Bulleidia,Faecalibacillus,Solobacterium,Phascolarctobacterium,Centipeda,GGB4303,GGB4308,Mitsuokella,Pectinatus,Selenomonas,Anaeroglobus,Dialister,GGB4272,Megasphaera,Veillonella,Anaerococcus,Finegoldia,Parvimonas,Ezakiella,Fusobacterium,GGB56136,GGB4393,GGB4400,GGB49528,GGB71292,Leptotrichia,Pseudoleptotrichia,Pseudostreptobacillus,Caulobacter,GGB7899,Methylobacterium,Phreatobacter,Rhizobium,Paracoccus,Endobacter,Novosphingobium,Sphingomonas,Burkholderia,Cupriavidus,Lautropia,Ralstonia,Tepidimonas,Acidovorax,Caldimonas,Comamonas,Delftia,Ottowia,Pelomonas,Tibeticola,Zhizhongheella,Eikenella,GGB6675,GGB6679,GGB6688,GGB72533,Kingella,Neisseria,Simonsiella,GGB6673,GGB6646,GGB12441,GGB7107,Desulfobulbus,Desulfomicrobium,Desulfovibrio,Campylobacter,GGB12440,GGB12443,Cardiobacterium,Cronobacter,Enterobacter,Escherichia,Klebsiella,Phytobacter,Pluralibacter,Pantoea,Rosenbergiella,Pectobacterium,Acinetobacter,GGB72444,Moraxella,Psychrobacter,Carnimonas,Aggregatibacter,GGB6813,Haemophilus,Pseudomonas,Vibrio,Aerosticca,Pseudoxanthomonas,Stenotrophomonas,Vulcaniibacterium,Xanthomonas,GGB2671,GGB49499,GGB2665,GGB2666,GGB2672,GGB2674,GGB2676,GGB49504,GGB71076,GGB73508,Treponema,Fretibacterium,GGB10852,Pyramidobacter,GGB42243,GGB4333,Mycoplasma,Ureaplasma,Candida
7196,0.01226,3.41867,0,0.00085,0,0.05043,0,0,0,0,0.00066,0.17116,0,0,0,0,0,0,0,1.8611,0,0,0.01376,0,0.00087,0,0,0,0.13867,0.00156,0,0,0,0,0.07675,0,0,0.02926,0,0.05318,0.00897,7.13431,1.25182,0.69805,0,0,0,0.03268,0,13.16227,1.78201,0,0.75026,0,0,0,0,0,0.20799,0.00683,0.13652,0,0,0,0,0,0,3.42751,0,0.00333,0,0,0,0,0.3127,0.00106,0.02421,0,0.46063,2.81719,0.76706,0.01569,0,0,0,0.1285,0.01424,0,1.02919,0,0.18934,4.78999,0.00113,0,0,0,0.00638,0.0056,0.00094,0.0452,0,0,0,0,0,0,0.63818,0,0,0,0.02993,0,0,1.31133,0.09703,0,0,0,0,0,0,0,0,0,0,0,2.30474,0.11951,0,0.38403,1.03397,0.25562,0.06554,0.06259,0,0,0,0,0.00013,0,0,0,0,0,0.31218,0,0.20571,0,0.02164,0,0,0.19933,0,0,0,0,0.28637,0,0,0,0.63236,0,0.02637,0.86152,0,0,0.27866,0,0,0,0,0,0.01278,0.01485,0.0521,0,0,0.00096,0.14653,0,0,0,0.1048,0,0.00126,0.00174,0,0,0,0.56777,0,0.01404,0,0.50837,8.8127,0,0,0.27754,0,8.44365,0,0,0.00287,0,0,4.02978,0.00687,0,0,0,0.00204,0,0,0,0,0,0,0,0,0.18828,0,0,0,0,0,0,0.00572,0,0,0,0.02417,0.02997,0.02473,0,0.00672,0.10256,13.76876,0,0,0,0.07119,0.00041,0,0,0,1.45296,0,0,0.02578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40027,0.02086,5.05497,0.00064,0,0,0,0,0,0,0,0,0,0,1.1808,0,0,0,0,0,0.42589,0,0,0,0,0,0.04579,0,0
7187,0,2.83028,0,0.11806,0.0313,0.00083,0,0,0,0,0.00786,1.70454,0,0,0.30121,0,0,0,0,4.44267,0,0,0.18787,0,0,0.06448,0,0,0.17215,0,0,0,0,0,0.03098,0,0,0.01142,0,1.22345,0.05979,7.23273,0.0419,1.18652,0,0,0,0,0,12.85164,0,0,0.35707,0,0.00558,8.00E-05,0,0,0,0.01273,0,0.01798,0.00043,0,0.22177,0,0,3.27337,0,0.10723,0,0,0,0,0.22014,5.69499,0.18271,0,0.0173,0,0.02169,0,0,0,0,0,0.01536,0,0.05587,0,0.01118,1.68514,0.04608,1.57389,0.02325,0,0,0.00156,0,0,0,0,0,0,0,0,1.8747,0,0,0,0.19799,0,0,1.37572,2.14606,0,0,0,0.00047,0,0,0.01952,0,0,0,0,6.57496,0,0,0,0.0573,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16852,0,0.42236,0,0,0,0,0.15853,0,0,0,0,0.05548,0,0.03978,0,0.25028,0,0,0.51783,0,0.00189,0.11615,0,0,0,0,0,0.00164,0,0,0,0,0.01463,0.05997,0,0,0,0.25973,0,0.02591,0.01864,0,0.00054,0,0.78737,0,0.04633,0,0.22382,5.74693,0,0,0.00018,0,1.2399,0,0.00024,0.02044,0,0,0.7764,0.03731,0,0,0,0,0,0,0,0,0,0,0,0,1.05513,0,0,0,0,0,0,0.00562,0,0,0,0.0814,0.00848,0.07952,0,0,0.65775,13.25981,0,0,0,0,0,0,0,0,0.38412,0,0,0.56933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.42224,0.0426,8.13033,0.01092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01014,0,0,0,0,0,0,0,0
7186,0.03269,3.28694,0,0.00604,0.00453,0,0,0,0,0,0.01739,1.59994,0,0,0.05338,0,0,0,0,1.4346,0,0,0.11206,0,0,0.02294,0,0,0.12112,0.00135,0,0,0,0,0.10822,0,0,3.04008,0,0.20589,0.17233,6.15322,1.65939,0.4608,0.41023,0,0,0,0,7.71242,0,0,0.2258,0,0,0,0,0.0103,0,0.01415,0.00075,0,0,0,0.02831,0,0,1.02429,0.02502,0,0,0,0,0,0.18748,0,0.12835,0,0,0,0.09678,0,0,0,0,0,0.07475,0,0.84208,0,0.01817,0.89414,0,0.15356,0.05566,0.19556,0,0,0,0.17185,0,0,0,0,0,0,4.93177,0,0,0,0.62817,0,0,1.88988,1.43507,0,0,0,0,0,0,0,0,0,0,0,6.53125,0,0,0.00804,0.13631,0.09948,0,0.0017,0,0,0,0,0,0,0,0.03178,0,0,0.22155,0,0.10991,0,0,0,0,0.07255,0,0,0,0,0.0203,0,0.01094,0.00822,0.13458,0,0,0.14594,0,0.01067,0.00464,0,0,0,0,0,0.02785,0,0,0,0,0.00923,0.02276,0,0,0,0.04588,0,0,0.00121,0,0.00604,0,0.17824,0.00712,0.0408,0,0.04785,5.48924,0,0,0.18296,0,1.00431,0.12688,0.1797,0.03511,0,0.12388,0.66006,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81282,0,0,0,0,0,0,0,0,0,0,0.0669,0,0.00478,0.02047,0,0.1521,30.14891,0,0.00734,0.00362,0,0,0,0,0,0.29388,0,0,0.15686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.87432,0.00935,9.92076,0.02002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11851,0,0,0,0,0.00492,0,0,0
7160,0.00813,2.92634,0,0.00769,0.00495,0.01318,0,0,0,0,0,0.60657,0,0,0,0,0,0,0,3.11136,0,0,0.39129,0,0.09176,0,0,0,0.67169,0,0,0,0,0,0.01017,0,0,0.23109,0,0.22792,0.01101,3.25193,1.1356,0.50618,0,0,0,0,0,11.61906,0.05498,0,0.11359,0,0,0,0,0,0.00266,0.00458,0.08576,0,0,0,0.00449,0,0,2.25204,0.02886,0.30776,0,0,0,0,0.386,0,0,0,0.03814,0.08557,0.15443,0.57152,0,0,0,0.0021,0.00466,0.56063,5.30749,0,0.04069,1.89451,0,0,0.00702,0.35583,0.03105,0,0.06647,0.05817,0,0,0,0,0,0,1.43047,0,0,0,0.69206,0,0,1.34329,0.01018,0,0,0,0,0,0,0,0,0,0,0,4.79621,0,0,0.07767,0.19315,0.04727,0,0.0013,0,0,0,0,0,0.00026,0,0,0,0,0.08318,0,0.1285,0,0,0,0,0.04522,0,0,0,0,0.03593,0,0.02917,0.00283,0.14263,0,0.0592,0.21479,0,0.00376,0.04572,0,0,0,0,0,0,0.01006,0,0,0,0.07237,0.0452,0,0,0,0.08136,0,0,0.00269,0,0,0,0.7939,0,0.01791,0,0.5547,8.26628,0,0,0,0,0.93106,0,0,0.0788,0,0,2.13333,0.08224,0,0,0,0,0,0,0,0,0,0,0,0,1.07694,0,0,0,0,0,0,0.07344,0,0,0,0.19715,0.16504,0.07417,0,0,1.2482,24.53288,0.48798,0.02309,0,0,0,0,0,0,0.46584,0,0.01583,0.34313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47381,0.57682,9.52092,0.01624,0,0,0,0,0,0,0,0,0,0,0.00739,0,0,0,0,0,0.0029,0,0,0,0,0,0.00063,0,0
7152,0.0051,1.14253,0,0,0.0087,0.0808,0,0,0,0,0.01861,0.26315,0,0,0.00017,0,0,0,0,0.73269,0,0,0.04401,0,0.14808,0.00359,0,0,0.12385,0,0,0,0.0011,0,0.16728,0,0,1.0799,0,0.05465,0.03734,9.14399,0.72934,0.57162,0.06234,0,0,0.15575,0,6.86306,1.4119,0,0.42341,0,0.0552,0,0,0,0.01624,0.00676,0.0423,0.08949,0,0,0,0,0,1.16975,0.49505,0.00214,0,0,0,0,0.2978,2.76347,0.17061,0,2.8173,2.30241,0.9115,0.05989,0,0,0,0.1366,0,0.64025,0.16854,0,0.09177,0.81332,0.00041,0,0.00627,0.26962,0.00709,0,0.00124,0.02539,0,0,0,0,0,0,1.21328,0,0,0,0.53878,0,0,2.32347,0.27703,0,0,0,0,0,0,0,0,0,0,0,5.38838,0.02529,0,0.12114,1.0561,0.48331,0,0.1935,0,0,0,0,0.00223,0,0.01359,0.01221,0,0,0.41527,0,0.13549,0,0.0028,0,0,0.03159,0,0,0,0,0.10745,0,0,0,0.29933,0,0.00598,0.47536,0,0,0.01617,0,0,0,0,0,0.21785,0.01285,0.00053,0,0,0.01827,0.0443,0,0.04534,0,0.25469,0,0,0,8.00E-05,0,0,0.06072,0.01511,0.18183,0,0.20324,3.36059,0,0,0.27428,0,3.49904,0,0.05373,0.00095,0,0,0.59907,0.04247,0,0,0,0,0,0,0,0,0,0,0,0,0.64509,0,0,0,0,0,0,0.01129,0,0,0,0.00888,0.006,0.00989,9.00E-05,0.02302,0.09369,29.8253,0,0,0,0.03696,0,0,0,0,0.95335,0,0,0.09524,0,0,0,0,0,0,0,0,0,0,0,0.00158,0,0,1.14982,0,7.70704,0,0,0,0,0,0,0,0.05479,0.11381,0,0.018,0.03646,0,0,0,0,0,0.3492,0,0.00025,0,0,0,0.2042,0,0
7151,0.01628,1.30545,0,0.0117,0,0,0,0,0,0,0.01184,0.30502,0,0,0.0048,0,0,0,0,1.63248,0,0,0.00635,0,0,0,0,0,0.13942,0,0,0,0,0,0.02078,0,0,1.60101,0,0,0.00193,5.28971,2.99416,1.80698,0,0,0,0,0,10.38436,0,0,0.34308,0,0.03155,0,0,0.02148,0,0.04429,0.02113,0,0,0,0.11013,0,0,2.1668,0.30902,0.07587,0,0,0,0,0.22434,2.25238,0.10011,0,0.01561,0.26972,0.37414,0.05328,0,0,0,0,0.06515,0.23257,0.88038,0,0.07257,1.43691,0,0,0.08308,0.03041,0,0,0.07689,0.23168,0,0,0,0,0,0,0.84206,0,0,0,0.15958,0,0,4.66846,0.33056,0,0,0,0,0,0,0,0,0,0,0,3.19568,0,0,0.03234,0.09789,0.28153,0.08493,0.02191,0,0,0,0,0.00104,0,0,0,0.00099,0,0.2175,0,0.16755,0,0,0,0,0.06631,0,0,0,0,0.02923,0,0.01239,0,0.26229,0,0.01741,0.67924,0,0.00847,0.03464,0,0,0,0,0,0.01412,0,0,0,0,0.01447,0.05534,0,0,0,0.81613,0,0.00082,0,0,0,0,0.23447,0.00913,0.09414,0,0.40399,4.72618,0,0,0.28076,0,2.95298,0,0.21096,0,0,0,0.96464,0,0,0,0,0.00392,0,0,0,0,0,0,0,0,0.14309,0,0,0,0,0,0,0,0,0,0,0.057,0,0,0,0,0.35483,36.08414,0,0,0,0,0,0,0,0,0.56377,0,0,0.11016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.30885,0.06367,3.19722,0,0,0,0,0,0,0,0,0,0,0,0.00125,0.01546,0,0,0,0,0.05166,0,0,0,0,0,0,0,0
7142,0,1.28458,0,0,0.00468,0.01291,0,0,0,0,0,0.09296,0,0,0,0,0,0,0,1.22751,0,0,0.04348,0,0.17395,0,0,0,0.01162,0,0,0,0,0,0.14465,0,0.00013,1.08451,0,0.3215,0.46408,9.43328,0.41892,0.77743,0,0,0,0.02206,0.03133,4.23654,1.93318,0,0.24724,0,0,0.01417,0,0,0.01071,0.00043,0.01307,0.04229,0,0,0.00161,0,0,3.47926,0.23103,0.18645,0.58805,0,0,0,0.62887,0.31222,0.21575,0,0.5014,1.44452,1.61684,0.21604,0.09887,0.13546,0,0.20866,0.00411,0,0.17104,0.01235,0.21774,1.27362,0.00086,0,0.05685,0.10803,0.00658,0.00074,0.01967,0.02125,0,0,0,0,0,0,0.8343,0,0,0,1.84067,0,0,1.28233,0,0,0,0,0,0,0,0,0,0,0,0,4.25627,0.0837,0,0.00327,0.60926,0.16185,0,0.76926,0,0,0,0.02794,0,0,0.04004,0.00837,0,0,0.08861,0,0.00706,0,0.06619,0,0,0.26998,0,0,0,0,0.18098,0.00081,0,0,0.14429,0,0.00873,0.35515,0,0,0.02222,0,0,0,0,0,0.07109,0.02572,0.02028,0,0,0.09781,0.07689,0,0,0,0.00201,0,0,0,0,0,0,0.12976,0,0.05288,0,0.00016,5.17516,0,0,0.34357,0,4.34952,0,0.23416,0.01034,0.00185,0,1.37518,0.03393,0,0,0,0.00109,0,0,0,0,0,0,0,0,1.50717,0,0,0,0,0,0,0.01825,0,0,0,0.13988,0,0.02826,0.00932,0.02305,0.40306,24.1694,2.16827,0.00375,0,0.02157,2.59796,0,0,0,1.44963,0,0,0.16903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.71982,0,6.97755,0.01086,0,0,0,0,0,0,0,0.00708,0,0.00297,0.26935,0.01421,0.00095,0.05335,0.0244,0.04432,0.23785,0.00021,0.02151,0,0,0.01388,0.02358,0,0
7141,0.00306,2.75014,0,0.03848,0.00595,0.00341,0,0,0.00425,0.01428,0.00705,0.15883,0,0,0.18229,0,0,0,0,0.69322,0,0,0.09663,0,0.00188,0.00677,0,0.03206,0.75596,0.03098,0,0.01792,0.00927,0,0.03749,0,0,0.11975,0,0,0.55227,3.22749,0.54351,1.97175,0,0,0,0.01316,0,30.99816,0.00068,0,0.33892,0,0.0056,0.00739,0.01741,0.01157,0.11473,0.20003,0.10811,0,0,0,1.16839,0,0,0.78583,0,0.19091,0,0,0,0,0.06268,0.2043,0.02309,0,0.02102,0,0.13618,0.02166,0,0.00676,0.00022,0,0.04226,0,1.79969,0,0.12425,3.29485,0,0,0,0.0107,0.02448,0.00565,0.03077,0.67361,0,0,0,0,0,0,0.75783,0,0,0,0.40238,0,0,1.12387,0.09874,0,0,0,0,0,0,0.00631,0,0,0,0,2.71836,0,0.00127,0.01119,0.20552,0.62977,0,0.00963,0.01469,0,0,0.00567,0.00196,0.00217,0,0,0.00705,0,0.43467,0,0.16585,0,0,0,0,0.10659,0,0,0,0,0.00314,0,0.04815,0.00074,0.26307,0,0.02982,0.60159,0,0.02204,0.09994,0,0,0,0,0,0.00821,0,0,0,0,0.00872,0.07661,0,0,0,0.38138,0,7.00E-05,0.00168,0.003,0.01932,0,1.01279,0.08156,0.51997,0,1.65512,9.33426,0,0,0.03764,0,1.36857,0.0087,0.01467,0.04926,0,0.00299,1.95653,0.00873,0,0,0,0,0,0,0,0,0,0,0,0,0.86443,0,0,0,0,0,0,0.05475,0,0,0,0.0612,0.04735,0.04369,0,0,0.31575,17.04195,0,8.00E-05,0,0,0,0,0,0,1.04364,0,0,0.11611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.58814,0.03409,1.66343,0.00528,0,0,0,0,0,0,0.0035,0.00122,0,0.00683,0,0.01643,0.00039,0,0.00022,0.02294,0.03602,0,0,0,0,0,0.00251,0,0
7140,0.04784,0.30603,0,0,0.00209,0,0,0,0,0,0.0055,0.16161,0,0,0,0,0,0,0,2.3247,0,0,0.06234,0,0.33607,0,0,0,0.00382,0,0,0,0,0,0.1958,0,0,0.27782,0,0.00129,0.02713,7.57142,0.81646,1.32892,0.11345,0,0.00205,0.00114,0,3.90642,0.12621,0,0.09496,0,0.04179,0,0,0,0.03649,0.00179,0.05738,0,0,0,0.18743,0,0,1.15081,0.17226,0.03529,0,0,0,0,0.31739,1.39173,0.07701,0,0.05861,1.03125,0.21015,0.70997,0.01948,0.01602,0,0.0201,0.00995,0.11973,0.10584,0.06793,0.00539,0.62004,0.01897,0,0.02762,0.06255,0.0872,0,0.00669,0.14297,0,0,0,0,0,0,1.17836,0,0,0,4.48103,0,0,1.03793,0.0197,0,0,0,0,0,0,0,0,0,0,0,7.52478,0.12926,0,0,0.21157,0.58458,0.01735,0.09779,0,0,0,0,0,0,0,0.08304,0,0,0.10029,0,0.01275,0,0,0,0,0.3504,0,0,0,0,0.01636,0,0,0.02238,0.1018,0,0.00281,0.91213,0,0.00046,0.06272,0,0,0,0,0,0,0.25776,0.0888,0,0,0.0282,0.1249,0,0,0,0.08814,0,0,0.00141,0,0,0,0.09636,0,0.07291,0,0.00503,5.02531,0,0,0.05915,0,2.85701,0.1741,0.08386,0.0064,0,0.28615,1.01893,0.06083,0,0,0,0,0,0,0,0,0,0,0,0,6.86104,0,0,0,0,0,0,0.07427,0,0,0,0.03965,0.04602,0.04228,0.03969,0,0.38286,33.09792,0,0.00327,0,0,0,0,0,0,0.34205,0,0,0.15034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72263,0.00221,5.2356,0.01066,0,0,0,0,0,0,0,0,0,0.01096,0.05,0.00795,0,0,0,0,0.06083,0,0,0,0,0,0,0,0
7137,0.00606,0.25268,0,0,0,0,0,0,0,0,0,0.06392,0,0,0,0,0,0,0,1.89969,0,0,0.0095,0,0,0,0,0.0092,0.07886,0.00028,0,0,0,0,0.05233,0,0,0.05843,0,6.00E-05,0,10.08849,0.49821,3.15956,0,0,0,0,0,19.80188,0.00323,0,0.04993,0,0.07971,0,0,0.00385,0.05943,0,0.23562,0,0,0,0.08412,0,0,1.78775,0.20634,0.00556,0.01074,0.01115,0,0,0.24991,0.15804,0.02743,0,0.03163,0.00299,0.932,0.23953,0,0,0,0.07193,0,0.14337,1.50107,0,0.10455,5.25288,0,0,0.07823,0.03607,0.01431,0,0.03789,0.0773,0,0,0,0,0,0,1.06727,0,0,0,0.14665,0,0,1.88747,0.00564,0,0,0,0.00185,0,0,0.00243,0,0,0,0,3.28508,0.00959,0,0.01072,0.82212,0.38941,0,0.22028,0,0,0,0,0,0,0,0,0,0,0.56498,0,0.02053,0,0.01118,0,0,0.18802,0,0,0,0,0.0132,0,0,0.00117,0.46168,0,0.01517,0.59234,0,0.00314,0.04267,0,0,0,0,0,0.00163,0.02896,0,0,0.03933,0.00564,0.12708,0,0,0,0.25598,0,0,0,0,0,0,0.47043,0,0.13408,0,0.01973,7.63658,0,0,0.13001,0,3.40767,0,0.01069,0.02005,0,0,1.05179,0.01021,0,0,0,0,0,0,0,0,0,0,0,0,0.30436,0,0,0,0,0,0,0.00196,0,0,0,0.0146,0.08646,0.00751,0,0,0.36665,13.61369,0,0,0,0,0.16645,0,0,0,0.69984,0,0.00187,0.07231,0,0,0,0,0,0,0,0,0,0,0,0.48501,0,0,1.57903,0.07033,11.58404,0.00067,0,0,0,0,0,0,0,0,0,0,0.07984,0,0.03676,0,0,0,0.22798,0,0,0,0,0,0.01251,0,0
7130,0.03248,2.68326,0,0.00753,0.03203,0.02215,0,0,0.02047,0,0.14926,0.49386,0,0,0.0113,0,0,0,0,0.86043,0,0,0.1909,0,0,0.00834,0,0,0.12971,0,0,0,0.00167,0,0.22559,0,0,0.0638,0,1.65751,0.0045,6.77669,0.61491,1.82824,0,0,0,0.03473,0,9.22061,0.05055,0,0.54773,0,0.05788,0.00178,0,0.04302,0.03588,0.002,0.09771,0,0,0,0.02795,0.04042,0,2.41812,0.30618,0.26177,0,1.25806,0,0,0.11235,0,0,0,0.33344,0.12599,0.50764,1.76542,0,0,0.00069,0,0.00451,0.00653,0.73368,0,0.05133,2.80906,0.00355,0,0.02924,0.007,0.01239,0,0,0.2591,0,0,0,0,0,0,0.55649,0,0,0,0.15268,0,0,0.50204,0.03997,0,0,0,0,0,0,0,0.00045,0,0,0,3.19592,0.00039,0,0.02207,0.29931,0.16635,0,0.02633,0,0,0,0,0.00043,0.11231,0,0,0,0,0.19915,0,0.04454,0,0.02034,0,0,0.14545,0,0,0,0,0.21684,0,0,0.00348,0.26717,0,0.00027,0.53427,0,0.00364,0.0925,0,0,0,0,0,0.01797,0.03082,0.03248,0,0,0.0348,0.15894,0,0,0,0.18083,0,0.00952,0.00531,0,0,0,0.4736,0.0043,0.08765,0,0.11536,4.26698,0,0,0.09483,0,1.94133,0,0,0.05352,0,0,1.08432,0.00978,0,0,0,0,0,0,0,0,0,0,0,0,2.53125,0,0,0,0,0,0,0.26321,0,0,0,0.36886,0.10868,0.03238,0.00131,0.00869,0.19046,31.76493,0.01796,0.01075,0,0,1.0704,0,0,0.00226,1.02847,0,0.03346,0.45875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.71483,0.03805,2.55264,0.01877,0,0,0,0,0,0,0.00978,0.00889,0,0.00728,0.0682,0.02934,0.00231,0,0,0.01248,0.3481,0.00174,0.01119,0,0,0,0.0166,0,0
7129,0.00269,4.78627,0,0.01092,0.00469,0.01688,0,0,0.00434,0,0,0.35642,0,0,0.00182,0,0,0,0,1.17559,0,0,0.00641,0,0,0,0,0,0.63356,0.00112,0,0,0.00378,0,0.04628,0,0,0.05109,0,0,0.01096,1.36239,1.5394,1.41417,0,0,0,0.00359,0,25.79142,0,0,0.21179,0,0.07278,0,0,0,0.09452,0.1227,0.19149,0.02126,0,0.00676,0,0.00158,0,0.55934,0.03803,0,0,0,0,0,0.03054,0,0,0,0.00646,0,0.02536,0.03386,0,0,0,0,0.00528,0,0.00735,0,0.07096,4.57454,0,0,0.06761,0.02345,0,0,0.02076,0.05898,0,0,0,0,0,0,0.26224,0.00148,0,0,0.13553,0,0,0.80895,0.09407,0.00721,0,0,0.03599,0,0,0.00441,0.00131,0,0,0.01686,2.55938,0,0,0.03228,0.1765,0.09497,0,0.60523,0,0,0,0,0.00335,0,0,0,0.00115,0,0.89978,0,0.62014,0,0.01635,0,0,0.30476,0,0,0,0,0.00075,0,0.03414,0,0.18791,0,0.03901,0.81279,0,0.00417,0.42645,0,0,0,0,0,0.06627,0,0,0,0.00342,0.00596,0.10225,0,0,0,0.08765,0,0.00159,0.00561,0,0.02945,0,1.37573,0.0038,0.02458,0,0.96411,19.93875,0,0,0.01398,0,1.34654,0,0,0,0,0,4.0816,0.00411,0,0,0,0.00128,0,0,0,0,0,0,0,0,0.91757,0,0,0,0,0,0,0.00234,0,0,0,0.01235,0.00133,0,0.00968,0,0.0533,14.39514,0,0,0.00242,0.02792,0.12268,0,0,0,1.98403,0,0,0.04387,0,0,0,0,0,0,0,0,0,0,0,0.00082,0,0,0.69116,0.0169,1.55837,0.00532,0,0,0,0,0,0,0,0,0,0.02907,0.04512,0,0.00268,0.02836,0,0,0.30894,0.0004,0.00465,0,0,0.00808,0.01449,0,0
