,Actinobaculum,Actinomyces,GGB9835,Pauljensenia,Peptidiphaga,Schaalia,Aeriscardovia,Alloscardovia,Bifidobacterium,Parascardovia,Scardovia,Corynebacterium,Lawsonella,Tsukamurella,Cellulomonas,Janibacter,Microbacterium,Kocuria,Micrococcus,Rothia,Isoptericola,Tropheryma,Arachnia,Cutibacterium,GGB10025,Propionibacterium,GGB9369,Atopobium,Lancefieldella,Olsenella,Collinsella,Cryptobacterium,Slackia,GGB71303,Bacteroidetes_unclassified,Bacteroides,Phocaeicola,GGB1088,GGB1431,GGB1473,GGB45697,Porphyromonas,Alloprevotella,GGB1144,GGB1186,GGB33085,GGB74351,GGB74353,Hallella,Prevotella,Prevotellaceae_unclassified,Alistipes,Tannerella,GGB49229,GGB1022,GGB1024,GGB49217,GGB1025,GGB1026,GGB1202,GGB1203,GGB1611,GGB71456,GGB1188,GGB79977,GGB49219,Spirosoma,Capnocytophaga,GGB1832,GGB1833,GGB1838,Bergeyella,Chryseobacterium,Epilithonimonas,GGB1843,GGB1844,GGB1845,Sphingobacterium,Candidatus_Absconditabacteria_unclassified,GGB4936,GGB4937,Candidatus_Gracilibacteria_unclassified,GGB4365,GGB12783,GGB70967,GGB12763,Candidatus_Nanoperiomorbus,Candidatus_Nanogingivalis,GGB12785,GGB12786,Candidatus_Nanosyncoccus,Candidatus_Saccharibacteria_unclassified,GGB12761,GGB12787,GGB12788,GGB12789,GGB12794,GGB49434,Candidatus_Nanosynbacter,Candidatus_Nanosynsacchari,Anaerolineaceae_unclassified,Deinococcus,Anoxybacillus,Bacillus,Geobacillus,Exiguobacterium,Gemella,Macrococcus,Mammaliicoccus,Staphylococcus,Abiotrophia,Aerococcus,Dolosigranulum,Granulicatella,GGB10485,GGB15717,Vagococcus,Lacticaseibacillus,Lactobacillus,Lentilactobacillus,Leuconostoc,Ligilactobacillus,Limosilactobacillus,Pediococcus,Weissella,Lactococcus,Streptococcus,GGB3008,GGB38873,GGB3886,GGB4533,GGB4538,GGB4721,GGB4733,GGB4964,GGB9758,GGB51647,GGB49400,GGB4300,GGB3388,GGB3389,GGB3390,Pseudoramibacter,Alterileibacterium,Eubacteriales_Family_XIII_Incertae_Sedis_unclassified,GGB51110,Mogibacterium,Fenollaria,GGB70946,Levyella,Blautia,Catonella,Coprococcus,Dorea,Faecalicatena,Fusicatenibacter,GGB3385,GGB3386,GGB3887,Johnsonella,Lachnoanaerobaculum,Lachnospira,Lachnospiraceae_unclassified,Oribacterium,Roseburia,Shuttleworthia,Stomatobaculum,Faecalibacterium,GGB9635,Oscillibacter,Oscillospiraceae_unclassified,Ruminococcus,Filifactor,GGB4783,GGB4786,GGB50592,Peptoanaerobacter,Peptostreptococcaceae_unclassified,Peptostreptococcus,Eggerthia,Bulleidia,Faecalibacillus,Solobacterium,Phascolarctobacterium,Centipeda,GGB4303,GGB4308,Mitsuokella,Pectinatus,Selenomonas,Anaeroglobus,Dialister,GGB4272,Megasphaera,Veillonella,Anaerococcus,Finegoldia,Parvimonas,Ezakiella,Fusobacterium,GGB56136,GGB4393,GGB4400,GGB49528,GGB71292,Leptotrichia,Pseudoleptotrichia,Pseudostreptobacillus,Caulobacter,GGB7899,Methylobacterium,Phreatobacter,Rhizobium,Paracoccus,Endobacter,Novosphingobium,Sphingomonas,Burkholderia,Cupriavidus,Lautropia,Ralstonia,Tepidimonas,Acidovorax,Caldimonas,Comamonas,Delftia,Ottowia,Pelomonas,Tibeticola,Zhizhongheella,Eikenella,GGB6675,GGB6679,GGB6688,GGB72533,Kingella,Neisseria,Simonsiella,GGB6673,GGB6646,GGB12441,GGB7107,Desulfobulbus,Desulfomicrobium,Desulfovibrio,Campylobacter,GGB12440,GGB12443,Cardiobacterium,Cronobacter,Enterobacter,Escherichia,Klebsiella,Phytobacter,Pluralibacter,Pantoea,Rosenbergiella,Pectobacterium,Acinetobacter,GGB72444,Moraxella,Psychrobacter,Carnimonas,Aggregatibacter,GGB6813,Haemophilus,Pseudomonas,Vibrio,Aerosticca,Pseudoxanthomonas,Stenotrophomonas,Vulcaniibacterium,Xanthomonas,GGB2671,GGB49499,GGB2665,GGB2666,GGB2672,GGB2674,GGB2676,GGB49504,GGB71076,GGB73508,Treponema,Fretibacterium,GGB10852,Pyramidobacter,GGB42243,GGB4333,Mycoplasma,Ureaplasma,Candida
8069,0.01206,11.11716,0,0.00201,0,0,0,0,0,0,0,0.16421,0.00267,0,0,0,0,0,0,0.86685,0,0,0.00371,0,0,0.00447,0,0,0.5273,0.00076,0,0,0,0,0.01688,0,0,0.005,0,0,0,1.41936,0.95408,1.44205,0,0,0,0.00676,0,25.8461,0,0,0.42058,0,0,0,0,0.03615,0.03682,0.28717,0.00228,0,0,0,0.01344,0,0,0.29711,0,0.00292,0,0,0,0,0.04089,0.00187,0.02238,0,0,0.00015,0.02157,0.00972,0,0,0,0.00877,0.00968,0,0.12532,0.01014,0.00912,0.505,0,0,0.00274,0,0.00137,0,0.00377,0.03321,0,0,0,0,0,0,0.17171,0,0,0,0.00802,0,0,0.76984,0.01587,0,0,0,0,0,0,0,0,0,0,0,3.27812,0,0,0.36616,0.45627,0.28426,0,0,0,0,0,0,0,0,0,0,0,0,0.31193,0,0.12073,0,0,0,0,0.13364,0,0,0,0,0.00294,0,0.77078,0,0.51582,0,0.19877,0.57122,0,0,0.34928,0,0,0,0,0,0.02038,0,0,0,0,0,0.00335,0,0,0,0.66267,0,0.09033,0,1.6271,0,0,7.08731,0,0.01476,0,3.3171,10.51512,0,0,0.06085,0,1.34492,0,0.00135,0,0,0,16.38226,0.00039,0.00038,0,0,0,0,0,0,0,0,0,0,0,0.30887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01504,1.48059,0,0,0,0,0,0,0,0,2.50086,0,0,0.02881,0,0,0.08205,0,0,0,0,0,0,0,0,0,0,0,0.17458,0.00348,1.57792,0.00335,0,0,0,0,0,0,0,0,0,0,0.00575,0,0,0.00991,0,0,0.06157,0,0,0,0,0,0,0,0
8065,0.03443,3.68003,0,0.03273,0.05744,0,0,0,0,0,0.04918,2.62576,0,0,0.0653,0,0,0,0,3.01168,0,0,0.27791,0,0,0,0,0,0.35899,0.37635,0,0,0.02089,0,0.19096,0,0,0.0179,0,0.02553,0,3.57608,0.1728,0.16468,0,0,0,0,0.0223,7.58698,0,0,0.21901,0,0,0,0,0,0,0.05124,0,0,0,0,0,0,0,2.93578,0.15493,0.14845,0,0,0,0,0.47957,4.83227,0,0,0.03914,0,0.23142,0.87069,0,0,0,0,0.07448,0,0.27514,0,0.01814,0.61868,0.07139,0,0.0281,0.02658,0,0.0148,0.10176,0.55175,0,0,0,0,0,0,0.75375,0,0,0,0.42469,0,0,0.9357,0.03236,0,0,0,0,0,0,0,0,0,0,0,4.76962,0,0,0,0.11053,0.0102,0,0,0,0,0,0,0.03064,0.00291,0,0,0,0,0.12471,0,0.22653,0,0,0,0,0.21498,0,0,0,0,0.01256,0.01555,0,0.00648,0.14697,0,0.0707,0.5616,0,0.04013,0.03446,0,0,0,0,0,0.62159,0,0,0,0,0.04655,0.3894,0,0,0,0.29648,0,0,0.00374,0,0,0,1.13531,0.12671,0.58715,0,0.11018,2.43686,0,0,0.50812,0,1.6117,0,0,0,0,0,0.959,0.03411,0,0,0,0.00835,0,0,0,0,0,0,0,0,2.81486,0,0,0,0,0,0,0.18455,0,0,0,0.09322,0.17522,0.09081,0.00131,0,0.8629,32.26431,0,0.02269,0,0,1.86871,0,0,0,2.57768,0,0,0.90961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.86062,0.04649,3.97393,0.05434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.50198,0,0,0,0,0,0.20515,0,0
8061,0.0364,8.88031,0,0.06267,0.02179,0.0025,0,0,0,0.01946,0.04822,2.16313,0,0,0.02791,0,0,0,0.00013,2.33545,0,0,0.16648,0,0,0.00332,0,0,0.35817,0.02328,0,0.00116,0.0069,0,0.2147,0,0,0.41331,0,0.04196,0.12417,3.11449,0.44342,1.2241,0.44705,0,0,0.00063,0.00684,10.44958,0.06324,0,0.32816,0,0.00452,0,0,0.01416,0.10525,0.05709,0.05873,0,0,0,0.02077,0.03632,0,2.80147,0.01668,0.03969,0.00126,0,0,0,0.15215,2.74044,0.06027,0,0.09791,0.44849,0.29266,0.15301,0,0.01185,0,0,0.04058,0,0.16364,0.2099,0.36714,4.76788,0,0,0,0.21836,0.159,0.00066,0.09152,0.23299,0,0,0,0.02455,0,0,0.95482,0,0,0.00011,0.07233,0,0,1.92048,0.15599,0.00017,0.03383,0,0.0033,0,0,0,0.0251,0,0,0.00346,3.48815,0,0,0.14467,0.71391,0.06173,0,0.0042,0,0,0,0.00218,0.01271,0,0,0.00865,0,0,0.48825,0,0.03478,0,0.01734,0,0,0.23949,0,0,0,0,0.03626,0.00025,0.6587,0,0.30028,0,0.14521,1.56138,0,0.02655,0.12913,0,0,0,0,0,0.00298,0.05835,0,0,0,0.00717,0.03039,0,0,0,0.03768,0,0.00426,0.00198,0.00657,0.0032,0,1.36035,0.01873,0.15441,0,0.13232,6.87179,0,0,0.00411,0,1.93477,0.1409,0.11325,0,0,0.00103,3.15769,0,0,0,0,0,0,0,0,0,0,0,0,0,2.55126,0,0,0.00348,0,0,0,0.03558,0,0,0,0.04036,0.13505,0.01639,0.01614,0,0.37229,20.47134,0.0655,0.02319,0,0,0,0,0,0,1.82424,0,0.00363,0.29907,0,0,0,0,0,0,0,0,0,0,0,0.00511,0.00832,0,1.21804,0.03677,2.91333,0.00957,0,0,0,0,0,0.0351,0.00919,0,0,0,0.04165,0,0,0,0,0.00504,0.13576,8.00E-05,0,0,0,0,0.01966,0,0
8036,0.06166,2.51681,0,0.02466,0.00118,0.02004,0,0,0.00017,0.00175,0.00538,0.30292,0,0,0.01598,0,0,0,0,3.61573,0,0,0.08928,0,0.00172,0.00582,0,0,0.53312,0.01221,0,0,0.00292,8.00E-05,0.04339,0,0,0.09498,0,1.95859,0.02921,9.35882,1.17873,3.32786,0,0,8.00E-05,0.01602,0,20.59599,0.00342,0,0.13002,0,0.01628,0,0,0.00757,0.01272,0.13044,0.05522,0,0,0,0.05476,0,0,0.34361,0.00181,0.00758,0,0,0,0,0.07172,0.00273,0.00043,0,0.04863,0.32702,0.06759,0.05987,0,0.00032,0,0.25455,0.0287,0.01381,0.57669,0.01324,0.23344,5.44982,0.04194,0,0,0.07207,0.01043,0.02566,0.02948,0.2235,0,0,0,0,0,0,0.80018,0,0,0,0.39735,0,0,1.71574,0.70844,0,0,0.01973,0,0,0,0.00109,0.00044,0,0,0,3.15394,0.00606,2.00E-05,0.07443,0.05419,0.20059,0.12522,0.05655,0,0,0,0,0.00495,0,0,0.01033,0,0,0.50068,0,0.17147,0,0.00682,0,0,0.16225,0,0,0,0,0.00436,0,0.03221,0.00081,0.15192,0,0.01858,0.98682,0,0.00941,0.13784,0,0,0,0,0,0.02354,0.01082,0.0015,0,0,0.00117,0.12647,0,0,0,0.19567,0,0.00207,0.00168,0.00746,0.00078,0,1.11165,0.00492,0.05649,0,0.58749,5.79718,0,0,0.12716,0,1.11014,0.01102,0.01185,0.00066,0,0.00371,0.38361,0.00376,0,0,0,0,0,0,0,0,0,0,0,0,0.57894,0,0,0,0,0,0,0.01541,0,0,0,0.02405,0.09206,0.02147,0.01604,0,0.08197,22.02098,0.01962,0.0001,0,0.02573,0.0072,0,0,0,0.88371,0,0,0.04508,0,0,0,0,0,0,0,0,0,5.00E-05,0,0,0,0,2.13956,0.04235,2.6112,0.00599,0,0,0,0,0,0,0,0,0,0.00612,0.01546,0.0009,0.03215,0,0.00025,0.02414,0.06463,0,0,0,0,0,0.00143,0,0
8034,0.01473,8.77512,0,0.04223,0.00182,0.00946,0,0,0,0,0.00728,0.52278,0,3.00E-05,0.00744,0,0,0,0,11.19606,0,0,0.06337,0,0,0,0,0,0.58182,0.00275,0,0,0.00209,0,0.00624,0,0,0.04828,0,0.90086,0.00377,1.95761,0.11115,1.75649,0.00068,0,0,0,0,31.10451,0,0,0.13036,0,0,0,0,0,0,0.17246,0.1139,0,0,0,0.03123,0,0,0.23913,0.01637,0.0099,0,0,0.00086,0,0.03911,0.68143,0,0,0.04008,0.00334,0.04078,0.07802,0,0.00624,0,0,0.04532,0,0.04704,0,0.01037,1.33181,0.04415,0,0,0.00886,0.02725,0.03005,0.00923,0.10335,0,0,0,0,0,0,1.0149,0,0,0.00189,0.39105,0,0,0.77142,0.18833,0,0,0,0,0,0,0,0,0,0,0,4.24907,0,0,0.23835,0.13697,0.2777,0,0.03045,0,0,0,0,0.00325,0.00298,0,0.00139,0,0,0.86318,0,0.301,0,0,0,0,0.22997,0,0,0,0,0.0104,0,0.14463,0.00086,0.51244,0,0.20889,1.05177,0,0,0.51192,0,0,0,0,0,0,0,0,0,0,0.00344,0.21098,0,0.00632,0,0.5509,0,0.001,0.00447,0.00093,0,0,2.65852,0,0.01889,0,1.8638,12.14484,0,0,0.02231,0,1.09598,0.00325,0,0.00108,0,0,1.42726,0.00567,0,0,0,0.00048,0,0,0,0,0,0,0,0,0.20393,0,0,0,0,0,0,0.00562,0,0,0,0.04625,0.00146,0.0504,0.01194,0,0.0749,4.68509,0,0,0,4.00E-05,0,0,0,0,0.80849,0,0,0.05259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55915,0.08332,1.82883,0.00309,0,0,0,0,0,0,0,0,0,0.00013,0.00212,0,0,0,0,0.00427,0.01522,0,0,0,0,0,0.02301,0,0
8031,0.18771,5.81342,0,0,0.03066,0.00693,0,0,0.00198,0.00034,0.12625,0.83787,0,0,0,0,0,0,0,2.35506,0,0,0.22824,0,0.26162,0.01808,0,0,0.17891,0.0104,0,0.00158,0.00173,0,0.19656,0,0,0.11968,0,0.01999,0.04559,1.33402,1.45629,1.32841,0.00031,0,0,0.00649,0,18.46548,0.00857,0,0.43974,0,0.05772,0,0,0,0.26488,0.18209,0.05082,0,0,0,0.01469,0,0,1.93035,0.06288,0.0488,0,0,0,0,0.19511,1.12527,0.00619,0,0.0318,0.09005,0.05567,0.41316,0.00052,0,0,0.00688,0.07948,0,0.44352,0,0.98681,2.44832,0,0,0,0.05546,0.01453,0.02969,0,0.1112,0,0,0,0,0,0,0.48146,0,0,0,0.21863,0,0.00778,1.25303,0.11345,0,0,0,0,0,0,0,0,0,0,0,4.99669,0.00202,0,0.88579,0.12163,0.26592,0,0.01295,0,0,0,0,0.00094,0.00307,0,0.00979,0,0,0.24062,0,0.09284,0,0.0399,0,0,0.24159,0,0,0,0,0.01943,0,0.114,0.0287,0.38883,0,0.41202,1.04591,0,0.00899,0.02745,0,0,0,0,0,0.01175,0.01086,0.00514,0,0,0.05611,0.13729,0,0,0,0.40384,0,0,0.01471,0,0.01998,0,1.50197,0.00448,0.12942,0,0.51893,7.61185,0,0,0.01883,0,2.00295,0,0.0031,0.00218,0,0.02781,5.34258,0.10767,0.00294,0,0,0,0,0,0,0,0,0,0,0,2.2957,0,0,0,0,0,0,0.20491,0,0,0,0.16955,0.08815,0.33057,0.04015,0,0.81749,16.73889,0,0.00292,0,0.15707,0.12306,0,0,0,2.67964,0,0,1.26168,0,0,0,0,0,0,0,0,0,0,0,0.00606,0,0,1.04152,0.02907,2.31437,0.00878,0,0,0,0,0,0,0.01921,0,0,0.01853,0.07035,0.00289,0,0,0,0,0.36182,0,0,0,0,0,0.06195,0,0
8028,0.0023,1.5295,0,0.02885,0.02211,0.00198,0,0,0,0,0.00166,0.8422,0,0,0.00026,0,0,0,0,1.34431,0,0,0.40997,0,0,0.00314,0,0,0.34781,0.00017,0,0,0.00266,0,0.2581,0,0,0.16138,0,1.37307,0.18826,9.08849,1.75175,2.10298,0.05555,0,0,0.0285,0,22.57731,0,0,0.41087,0,0.11103,0.09335,0,0,0.03429,0.14562,0.09678,0.01477,0,0,0.84197,0.04883,0,2.74163,0.17555,0.29936,0.95492,0,0,0,0.10824,0.07337,0.0223,0,0.30803,0.44287,1.31573,0.2964,0,0,0,0.20861,0.10548,0,0.50137,0,0.29768,1.72543,0.06637,0,0,0.11586,0.01624,0.02707,0.46838,0.30798,0,0,0,0,0,0,1.23006,0,0,0,0.1645,0,0,1.29846,0.07571,0,0,0,0.01539,0,0,0,0.00015,0,0,0,3.3833,0,0.00021,0.04739,0.44292,0.15778,0,0.00862,0,0,0,0,0.00127,0.01686,0,0.00257,0.00047,0,0.33,0,0.20432,0,0,0,0,0.56851,0,0,0,0,0.09031,0,0.0186,0.04799,0.11229,0,0.00411,0.63279,0,0.00345,0.0696,0,0,0,0,0,0.05067,0.02528,0.00112,0,0,0.08666,0.12381,0,0,0,0.31513,0,0.00511,0.01315,0,0.00086,0,1.0371,0,0.11435,0,0.59201,5.09066,0,0,0.02351,0,1.00025,0.08272,0.01727,0.10021,0,0,1.70248,0.0054,0,0,0,0,0,0,0,0,0,0,0,0,0.40481,0,0,0,0,0,0,0.06169,0,0,0,0.10141,0.04316,0.05401,0.00081,0,0.24323,13.29591,0,0.01518,0.00083,0.0275,1.3819,0,0,0,1.33426,0,0.00218,0.31518,0,0,0,0,0,0,0,0,0,0,0,0.00474,0,0,5.55477,0.12584,2.36354,0.00393,0,0,0,0,0,0,0.00613,0.0014,0,0.08118,0.07612,0.10731,0.00344,0.00805,0.00052,0.10181,0.3707,0.0087,0.03426,0,0,0,0.02665,0,0
8023,0.13255,0.96586,0,0.10064,0.04408,0.01037,0,0,0,0,0.18968,1.08894,0,0,0.00787,0,0,0,0,3.10095,0,0,0.25599,0,1.14064,0,0,0,0.06974,0.00675,0,0,0,0,0.27698,0,0,0.38247,0,0.30022,0.20402,5.61794,0.62684,1.78673,0.06609,0,0,0.00456,0,11.60027,0.11244,0,0.70452,0,0.04071,0,0,0,0.0255,0.00423,0.05535,0,0,0,0.81233,0,0,2.36792,0.10143,0.2215,0,0.06539,0,0,0.17265,0,0.00831,0,0.14955,0.09259,1.30376,1.64804,0.00181,0,0,0,0,0.08084,1.39138,0.29422,0.61336,6.38485,0,0,0.01479,0.11408,0.41287,0.03765,0.03723,2.129,0,0,0,0,0,0,1.30267,0,0,0,0.25159,0,0,1.88501,0.13564,0,0,0,0,0,0,0,0,0,0,0,4.48401,0,0,0.00764,0.23034,0.07683,0,0,0,0,0,0,0.00428,0.18387,0,0.03759,0,0,0.04515,0,0.03143,0,0.00683,0,0,0.16912,0,0,0,0,0.16045,0,0,0.01626,0.19171,0,0.00715,0.44551,0,0,0.06487,0,0,0,0,0,0.00094,0.00303,0,0,0,0.09523,0.03477,0,0,0,0.08091,0,0.06818,0.09485,0,0,0,1.95497,0,0.0802,0,0.13896,2.40474,0,0,0.02069,0,1.1324,0.12812,0.03691,0.12551,0,0.04216,1.63447,0.30645,0,0,0,0.003,0,0,0,0,0,0,0,0,3.02535,0,0,0,0,0,0,0.23384,0,0,0,0.28081,0.14494,0.01491,0.0053,0,0.63583,16.44595,0,0,0.00276,0.00329,0,0,0,0,1.26345,0,0.02783,1.01432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1384,0.29037,8.78593,0.01017,0,0,0,0,0,0,0,0,0,0,0.01481,0,0,0,0,0.00737,0.12373,0,0,0,0,0,0.02771,0,0
8019,0.0081,1.94538,0,0.00535,0.00778,0.00654,0,0,0,0,0.01188,0.26041,0,0,0,0,0,0,0,1.58325,0,0,0.05257,0,0,0.00688,0,0,0.30649,0.01619,0,0.00016,0.01193,0,0.048,0,0,0.7464,0,0.04266,0.31588,2.65506,2.29401,2.65177,0.08388,0,4.00E-05,0.03965,0,43.43409,0.0293,0,0.39345,0,0.03194,0,0,0.00651,0.0091,0.00382,0.847,0.00452,0,0,0.11972,0.01029,0,0.52342,0,0.02493,0.00185,0,0,0,0.03262,0.15871,0.00339,0,0.14535,0.58528,0.18042,0.03181,0.00127,0.00162,0,0.02705,0.08014,0.09665,0.11577,0.03757,0.24705,1.88131,0.00582,0,0,0.02119,0.00347,0.01559,0.25084,0.96607,0,0,0,0,0,0,0.26489,0,0,0,0.05246,0,0,0.67335,0.0793,0,0,0,0,0,0,0,0,0,0,0,5.90072,0,0,0.13594,0.03567,0.21867,0.05447,0.0034,0,0,0,0.00209,0.00472,0.00417,0.00862,0.02875,0.00016,0,1.28517,0,0.74954,0,0.00065,0,0,0.11232,0,0,0,0,0.03177,0.00235,0,0.00544,0.13226,0,0.12324,0.61802,0,0.00243,0.16241,0,0,0,0,0,0.0216,0.00081,0,0,0.00088,0.00735,0.7432,0,0.0068,0,0.32489,0,0.00121,0.00264,0,0.0003,0,2.3596,0.00043,0.04899,0,1.71492,10.54407,0,0,0.06298,0,0.32479,0.09764,0.01525,0.00422,0,0.01798,0.56401,0,0,0,0,0.00256,0,0,0,0,0,0,0,0,0.04222,0,0,0,0,0,0,0.03929,0,0,0,0.04337,0.00277,0.05148,0.00212,0,0.08245,4.20021,0.20272,0.01075,0,0.06254,0,0,0,0,2.58228,0,0.00123,0.13232,0,0,0,0,0,0,0,0,0,0,0,0.00132,0,0,0.17343,0.0331,1.24627,0.00725,0,0,0,0,0,0,0.00201,0.00071,0,0.00131,0.00094,0.00358,0.00982,0,0,0.00613,0.05977,0.00128,0.00217,0,0,0.00149,0.00431,0,0
8017,0.00826,2.98427,0,0.02893,0.03273,0,0,0,0,0.02049,0.0303,0.28927,0,0,0.0283,0,0,0,0,1.85,0,0,0.09301,0,0.03845,0.01487,0,0,0.16848,0.03877,0,0,0,0,0.10731,0,0,0.47933,0,0.49408,0.30023,6.13007,1.47717,1.24728,0,0,0,0.00848,0,18.26761,0.02093,0,0.18461,0,0.1072,0,0,0,0.00729,0.07939,0.09949,0,0,0,2.29171,0,0,0.8256,0.04325,0.02603,0,0,0,0,0.08126,0.04526,0.02446,0,0.30921,0.16869,0.28095,0.22374,0,0,0,0.26915,0.00053,0,0.64369,0,0.53475,4.85878,0.00168,0,0.05547,0.22791,0.00781,0,0.00138,0.11179,0,0,0,0,0,0,1.19561,0,0,0,0.58955,0,0,2.33578,0.15888,0,0,0,0,0,0,0,0.00067,0,0,0,5.71925,0,0,0.01034,0.48264,0.09881,0,0.09543,0,0,0,0,0.00338,0.01046,0,0.04644,0,0,0.21885,0,0.11196,0,0,0,0,0.24579,0,0,0,0,0.02346,0,0.01913,0.00277,0.15011,0,0.03994,0.75443,0,0.00396,0.09537,0,0,0,0,0,9.00E-05,0.00231,0,0,0,0.00451,0.42775,0,0,0,0.32062,0,0,0.00474,0,0.00091,0,0.26076,0,0.10627,0,0.28795,10.34212,0,0,0.14499,0,1.60485,0.15644,0,0.00117,0,0,1.07733,0.0241,0.02905,0,0,0,0,0,0,0,0,0,0,0,1.47765,0,0,0,0,0,0,0.00616,0,0,0,0.0099,0.06086,0.01459,9.00E-05,0,0.23631,17.75169,0.00043,0,0,0.12576,0.29531,0,0,0,0.36266,0,0,0.05142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.20694,0.04395,4.37956,0.01093,0,0,0,0,0,0,0,0,0,0,0.00775,0,0,0,0,0,0.07936,0,0,0,0,0,0,0,0
8016,0.04841,0.86155,0,0,0.01193,0,0,0,0.04051,0,0.03857,0.62457,0,0,0,0,0,0,0,1.54429,0.00199,0,0.2385,0,0.16504,0.02306,0,0.01211,0.19115,0.01392,0,0.00796,0,0,0.35591,0.01669,0.00378,0.59805,0,0.85271,0.28004,5.97407,2.37452,0.27289,0.14721,0,0,0.01684,0,12.90625,0,0,0.4236,0,0.05411,0,0,0.15005,0,0.13176,0,0,0.04962,0.1338,0,0,0,0.70152,0.04023,0.0088,0,0,0,0,0.06212,2.19891,0.02011,0,0.10929,0.09418,0.02355,0.10381,0,0,0,0,0.02267,0,0.22182,0,0.08258,1.43825,0.00679,0,0,0.2609,0.01406,0.01615,0,0.03708,0,0,0,0,0,0,0.80756,0,0,0,0.63996,0,0,1.95813,0.12567,0,0,0,0,0,0,0.01003,0,0,0,0,4.67614,0,0,0,0.1897,0.03267,0,0,0,0,0,0.00174,0.01113,0,0,0,0.03321,0,0.68433,0,0.08773,0,0,0,0,0.04505,0,0,0,0,0,0,0.02566,0.01177,0.09109,0,0,0.37792,0,0.01431,0.06138,0,0,0,0,0,0.17583,0,0,0,0.00097,0.03419,0.02317,0,0.00094,0,0.47689,0,0,0.0009,0.00915,0.09787,0,0.17414,0.01084,0.2267,0,0.37582,3.89195,0,0,0.23808,0,1.33389,0.03657,0.07764,0.02213,0,0.042,0.97617,0.11336,0,0,0,0,0,0,0,0,0,0,0,0,1.21047,0,0,0,0,0,0,0,0,0,0,0,0.03204,0.02075,0,0,0.53146,35.49398,0,0,0,0,0.24888,0,0,0,0.41429,0,0,0.11582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.05592,0.24678,5.47899,0.00156,0,0,0,0,0,0,0.02228,0,0.02303,0.10843,0,0.01394,0.13241,0.03792,0.20259,0.02486,0.22651,0.04724,0.05437,0,0,0,0.00287,0,0
8014,0.05645,7.4824,0,0.01965,0.01023,0.00844,0,0,0,0,0.00739,0.7019,0,0,0.01108,0,0,0,0,1.47776,0,0,0.08262,0,0.43183,0.0136,0,0.00853,0.52663,0.03198,0,0,0.00634,0,0.08452,0,0.0021,0.0347,0,0.77168,0.02458,5.15299,0.6712,2.18255,0,0,0,0.00312,0,25.71917,0.00202,0,0.3131,0.00099,0.00519,0,0,0.00065,0.01839,0.18855,0.13391,0.00343,0.00108,0.00342,0.18538,0,0,0.77835,0.07086,0.01644,0.00615,0,0,0,0.14835,0.12223,0.00177,0,0.06432,0.49299,0.3708,0.14426,0,0.00339,0,0.05879,0.03189,0,0.89323,0,0.32923,2.09514,0.00499,0,0,0.0077,0.02495,0.00143,0.02586,0.16133,0,0,0,0,0.00722,0,0.59908,0,0,0.00161,0.24216,0,0,1.90755,0.04903,0,0,0,0,0,0,0,0.00059,0,0,0.00117,3.60963,0.00237,0,0.06313,0.03934,0.0643,0.00806,0.05763,0,0,0,0.0034,0.01422,0.00278,0,0,0.00218,0,0.58741,0,0.18179,0,0.00064,0,0,0.08448,0,0,0,0,0.03869,0,0.18452,0.0065,0.31183,0,0.16339,0.52427,0,0.00054,0.39922,0,0,0,0,0,0.03149,0.01869,0,0,0.00323,0.00296,0.17486,0,0.00505,0,0.21871,0,0.00153,0.00221,0.00035,0.00777,0,0.70855,0.02989,0.0367,0,1.63059,8.13947,0,0,0.35541,0,1.4254,0.01008,0.00856,0.00723,0,0,1.46916,0.04149,0,0,0,0,0,0,0,0,0,0,0,0.00023,0.66569,0,0,0,0,0,0,0.00815,0,0,0,0.08092,0,0.00922,0,0,0.13614,18.56285,0,0.00345,0,0,1.06086,0.00025,0,0,0.63474,0,0,0.07716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68411,0.09099,2.03914,0.00761,0,0,0,0,0,0,0.00029,0.00099,0.0109,0.01739,0.05279,0.00284,0.0123,0.00259,0.00595,0.00461,0.08698,0.00377,0.00891,0,0,0.00351,0.00024,0,0
